,Manhattan_All,Manhattan_Q1,Manhattan_Q2,Manhattan_Q3,Manhattan_Q4,Manhattan_Q5,Manhattan_All_MoM,Manhattan_Q1_MoM,Manhattan_Q2_MoM,Manhattan_Q3_MoM,Manhattan_Q4_MoM,Manhattan_Q5_MoM,Manhattan_All_YoY,Manhattan_Q1_YoY,Manhattan_Q2_YoY,Manhattan_Q3_YoY,Manhattan_Q4_YoY,Manhattan_Q5_YoY
2005-10,,,,,,,,,,,,,,,,,,
2005-11,,,,,,,,,,,,,,,,,,
2005-12,,,,,,,,,,,,,,,,,,
2006-01,,,,,,,,,,,,,,,,,,
2006-02,,,,,,,,,,,,,,,,,,
2006-03,,,,,,,,,,,,,,,,,,
2006-04,,,,,,,,,,,,,,,,,,
2006-05,,,,,,,,,,,,,,,,,,
2006-06,,,,,,,,,,,,,,,,,,
2006-07,,,,,,,,,,,,,,,,,,
2006-08,,,,,,,,,,,,,,,,,,
2006-09,,,,,,,,,,,,,,,,,,
2006-10,,,,,,,,,,,,,,,,,,
2006-11,,,,,,,,,,,,,,,,,,
2006-12,,,,,,,,,,,,,,,,,,
2007-01,2542.5307010013,1565.4156418242,2142.6022469437,2609.1873957714,3206.482802776,5349.8251900834,,,,,,,,,,,,
2007-02,2452.2787300583,1537.805955554,2118.6262772401,2476.9548402231,3081.8488034982,4872.4429499205,-0.035496905074718144,-0.01763728784390195,-0.011190116942050299,-0.05067959310343295,-0.03886938023490982,-0.08923324093800122,,,,,,
2007-03,2466.8844485553,1535.2504243448,2057.6313217118,2479.2411327674,3159.6780584196,5140.7731672913,0.005955978134937645,-0.001661803428430253,-0.028789860761926023,0.0009230255260099796,0.025254079574914767,0.05507098187269244,,,,,,
2007-04,2504.0756152143,1559.4169420996,2068.7187302788,2568.9311784424,3140.565755804,5207.6086158153,0.015076168922618427,0.015741091727829115,0.005388433024909656,0.036176410793445246,-0.006048813284844301,0.013001049910011275,,,,,,
2007-05,2539.078151261,1570.8192454794,2093.9824178811,2555.0266069642,3256.3226756414,5459.6774548087,0.0139782264696926,0.007311901693493272,0.012212239021442528,-0.00541259010552031,0.03685862001885254,0.04840395229162886,,,,,,
2007-06,2561.9656358272,1556.9892521168,2139.7541048435,2555.692508615,3347.9321096736,5572.9825240877,0.0090140922030435,-0.00880431876703891,0.021858677786185332,0.0002606241551399435,0.028132787551269134,0.020753070161535714,,,,,,
2007-07,2614.5360460932,1600.2902957179,2173.1447407241,2634.7786126304,3396.9451430359,5549.3707935748,0.020519561047518176,0.027810753055764748,0.015604893947868792,0.030945077996984427,0.01463979308919705,-0.004236821201366592,,,,,,
2007-08,2649.9397172544,1637.4740648373,2216.484719761,2655.1590827825,3466.331103791,5591.0917153134,0.013541091244124281,0.02323563994538813,0.019943438752477727,0.007735173670532225,0.02042598800788653,0.0075181355311317866,,,,,,
2007-09,2664.4199374444,1644.9737519253,2224.7528880072,2682.4359803853,3459.7915378476,5592.3731693958,0.005464358338310937,0.004580034120262644,0.0037303069010514722,0.010273168858196957,-0.0018865958696927532,0.00022919568264101464,,,,,,
2007-10,2664.0793786597,1647.2319848262,2243.0555587143,2716.4572852795,3398.8944693459,5492.1372638729,-0.00012781723327992545,0.0013728078628956197,0.008226833103920361,0.012682988575672738,-0.01760136928353362,-0.017923679712834595,,,,,,
2007-11,2691.2405268366,1649.8736335221,2267.1891525329,2746.5440285117,3427.7797389149,5564.0522083434,0.010195322404606744,0.0016036895350708402,0.010759249241438118,0.01107572844794591,0.008498430836706428,0.013094163713560869,,,,,,
2007-12,2691.4180224071,1656.6929811133,2273.1988641965,2716.8085053251,3414.2236727572,5616.4891772829,6.595306838241832e-05,0.00413325448243107,0.0026507323647371184,-0.01082652339737411,-0.003954765822261175,0.00942424099847039,,,,,,
2008-01,2685.3567003949,1668.6860702872,2230.5837794282,2740.32249174,3415.1826916525,5580.4019080744,-0.00225209237722912,0.0072391742529389624,-0.018746747343357795,0.00865500323957713,0.0002808892993604317,-0.0064252361340715325,0.056174739340355995,0.06596997353537204,0.04106293298721253,0.05025897955092251,0.06508685738024833,0.04309986023812584
2008-02,2673.6471968077,1656.9986720188,2192.8544125546,2722.6287151403,3444.6924011329,5568.5231019958,-0.004360502120808851,-0.0070039526766040305,-0.016914570625664593,-0.006456822747334834,0.008640741109554373,-0.0021286649732902285,0.09027051616768578,0.07750829422549632,0.03503597407051684,0.09918383287725674,0.11773569073954482,0.14286060590748573
2008-03,2681.3911268651,1650.092218671,2214.3325637357,2724.2068096669,3476.6876477105,5569.0072249424,0.0028963918899420626,-0.004168050019850433,0.009794608824978512,0.0005796216420639322,0.009288273915858847,8.693920052627035e-05,0.0869544896743839,0.07480329756313941,0.07615613174741931,0.09880671696748689,0.10032971189775619,0.08330148865073128
2008-04,2680.3287133014,1653.3600555644,2208.7520313465,2718.7465776196,3454.7405625505,5604.3916652924,-0.0003962173041655026,0.0019803965235543064,-0.0025201871121767194,-0.0020043383005740045,-0.006312642199667651,0.006353814768190746,0.07038649193188062,0.06024246045340198,0.06769083637040785,0.058318183232933585,0.1000376464545858,0.07619294742544303
2008-05,2684.279944822,1655.137979937,2210.5778864363,2718.2548439311,3456.6991031742,5597.6091700085,0.0014741593077711723,0.0010753401030927368,0.0008266455735579381,-0.0001808677912638057,0.0005669139514934418,-0.001210210793421762,0.05718681541522752,0.05367819034574328,0.055681207043363434,0.06388514175233673,0.06153457365625825,0.025263711334872818
2008-06,2684.1570987391,1659.3286714358,2211.673201674,2715.8386530071,3445.4284039615,5611.6213676252,-4.576500418174145e-05,0.0025319287875682495,0.0004954881908576514,-0.0008888757908016576,-0.003260538125042567,0.002503246866854658,0.04769441916126538,0.06572904673546387,0.03361091663182503,0.06266252448299725,0.029121347474816428,0.00693324326256084
2008-07,2681.4000003507,1664.9202480945,2201.5881528798,2731.2055857739,3442.5227568368,5597.0418078519,-0.0010271747468489911,0.0033697824638090346,-0.004559918159051213,0.005658264252843104,-0.0008433340601009531,-0.0025981011223268347,0.02557392710550377,0.04038639273732936,0.013088595353396792,0.036597751583854476,0.013417235746164158,0.00859034583385454
2008-08,2679.6804855411,1653.5681993988,2204.0127320142,2721.8887473355,3455.3784986629,5605.785934919,-0.0006412750090903918,-0.006818373858262783,0.0011012864196369154,-0.0034112549003740833,0.00373439559711497,0.001562276532369955,0.011223186736305957,0.009828634790071789,-0.005626922502829146,0.025132077767283878,-0.0031597111759236185,0.002628148553770693
2008-09,2657.8082469141,1641.3061552649,2191.8826829095,2710.1020675471,3426.5924939685,5547.2055206719,-0.008162256188757322,-0.007415505534248967,-0.005503620250693619,-0.004330331208407423,-0.008330781911602081,-0.010449991299560257,-0.00248147464946602,-0.0022295776185530247,-0.014774766795400351,0.010313792151649404,-0.009595677518696277,-0.008076651424314796
2008-10,2618.110416053,1617.4612380427,2167.7874275757,2661.1396813553,3357.4739746061,5455.2308595283,-0.014936303590446065,-0.014528013037489407,-0.0109929493588663,-0.018066620729202065,-0.020171210753558433,-0.01658035939012026,-0.017255102447370496,-0.018073196160431015,-0.03355607080091361,-0.02036387769613246,-0.012186460954691225,-0.00671986197201746
2008-11,2577.0117381664,1593.4787245327,2125.7863021332,2630.121370203,3312.7505153348,5359.9270728593,-0.01569783979873518,-0.014827257028441343,-0.019375112572486364,-0.01165602518711184,-0.013320567667705285,-0.017470165630578016,-0.042444659825507935,-0.034181350525015586,-0.062369233833765025,-0.04238878281219016,-0.033557939057225816,-0.036686416273738476
2008-12,2531.447736903,1572.6961058913,2081.5703944508,2581.1831824996,3246.6644266968,5260.3854343868,-0.017680944401060272,-0.013042294397431986,-0.020799789535773106,-0.018606817258635666,-0.01994900863559934,-0.01857145388722592,-0.059437175560349664,-0.05070153382647513,-0.08429903461764843,-0.049920825321205564,-0.04907682159121263,-0.06340326343660341
2009-01,2489.2491903576,1536.9666539788,2052.2904587931,2536.9921624907,3210.7069116506,5183.760580871,-0.016669728523420413,-0.0227185988307963,-0.014066272145182634,-0.017120450926735753,-0.011075217614277322,-0.014566395271135124,-0.07302847700212822,-0.07893600758933017,-0.07993123696111748,-0.07419941625928583,-0.05987257446041949,-0.07107755565589136
2009-02,2457.2016470211,1522.5415924448,2015.5384250962,2506.2642330304,3175.9458120799,5096.1441061844,-0.01287438134383645,-0.009385409564129032,-0.0179078129703496,-0.01211195285291411,-0.010826618725167214,-0.01690210674658088,-0.08095516493164578,-0.08114495312792536,-0.0808608115719972,-0.07946896354494304,-0.0780175869882066,-0.08483021209736852
2009-03,2434.2748175282,1501.538318668,1996.9408656291,2489.39038316,3150.065836025,5045.0293590459,-0.009330463179810566,-0.013794876856581761,-0.009227092490788014,-0.006732669942784653,-0.008148746101543702,-0.010030082759329817,-0.09215974009200645,-0.09002763501463362,-0.09817481875434664,-0.08619625561233069,-0.09394626287483443,-0.09408820005650465
2009-04,2408.9875402718,1489.3851582235,1968.9472384261,2462.949375211,3121.9924675245,5016.7879827706,-0.010388012509646383,-0.008093806394019354,-0.01401825546505664,-0.010621479109048426,-0.008911994212770113,-0.005597861630807333,-0.10123428954181712,-0.09917676236887474,-0.10857026479980658,-0.09408644575934078,-0.09631637716388886,-0.10484700527994639
2009-05,2396.07547168,1481.3933039257,1965.5325543101,2429.9624150768,3122.3359394379,4971.8662444494,-0.005359956569282565,-0.005365874806576243,-0.0017342689785478926,-0.013393275747445754,0.00011001689368961287,-0.008954282795182289,-0.1073675171987738,-0.10497292559132343,-0.1108512546107302,-0.10605791046338231,-0.09672903361165075,-0.11178753402645103
2009-06,2397.8921355634,1480.2687720985,1964.3457267847,2439.1077581826,3117.14058801,4970.947944499,0.0007581830809888501,-0.0007591041651261454,-0.000603819826233587,0.003763573892771932,-0.0016639309570369853,-0.00018469924677178007,-0.1066498541796137,-0.10791105006482016,-0.11182821888066452,-0.10189518973010103,-0.09528214708337568,-0.11416903977563408
2009-07,2412.9733750369,1490.1189848346,1981.8576847664,2449.0664382042,3124.3903523078,4986.476872239,0.006289373591842784,0.00665434069931492,0.008914906242275533,0.004082919251185757,0.002325773924245267,0.0031239369056730304,-0.10010689389076322,-0.10499077265710466,-0.0998054371913204,-0.10330205424274375,-0.09241257850719897,-0.10908707788395633
2009-08,2410.7894461813,1486.443478707,1971.8442887742,2445.1358820675,3132.803640817,5009.0472163064,-0.0009050778919460489,-0.00246658566531055,-0.005052530294767488,-0.0016049201750452102,0.0026927776495615507,0.004526310789297883,-0.10034444061919712,-0.10106914293136682,-0.10533897552752625,-0.10167677335780811,-0.0933544206432736,-0.10645050052579708
2009-09,2414.5472169724,1478.1950826721,1970.051676963,2456.933472688,3153.6929892349,5032.4629270791,0.0015587303972366406,-0.005549081517768117,-0.0009091041424545976,0.004824922290422862,0.006667940545565854,0.004674683579837913,-0.09152693021558012,-0.09937882220789862,-0.10120569302187377,-0.09341662732586353,-0.07964165718974725,-0.09279313551203194
2009-10,2407.9208027414,1467.6898165201,1962.947375262,2460.9958428854,3134.4375086508,5045.0282518653,-0.002744371360568598,-0.007106819847492507,-0.0036061499218903448,0.001653431093091573,-0.0061056928020033485,0.002496853919894182,-0.08028294453236873,-0.09259660633588918,-0.09449268397260635,-0.07520982076670546,-0.06642984209027769,-0.07519436266322721
