,sales,MoM,YoY
,Manhattan,,
,All Upper West Side,,
,All,,
2008-07,998629.3288819499,-0.00700215806808091,0.038306958270510005
2008-08,993440.4758604735,-0.0051959749943312206,0.015042273681590501
2008-09,979879.9598010225,-0.013650053917629412,-0.00792004770846999
2008-10,987813.392436346,0.00809633114339281,0.004062877526776365
2008-11,1002256.3971255944,0.014621187361740562,0.032261502157972854
2008-12,970465.7649838388,-0.03171906134291491,0.021871740879203516
2009-01,933972.966397519,-0.03760338582054723,-0.03529439708120241
2009-02,928415.9064599565,-0.005949915187585031,-0.044918695489761684
2009-03,910809.8044560652,-0.018963593666790235,-0.06860295423786389
2009-04,915057.5139040712,0.004663662410334668,-0.05445101357563853
2009-05,887750.6520621424,-0.029841689103698776,-0.10221428945731414
2009-06,872692.2324606157,-0.016962442738338468,-0.1322290679422049
2009-07,849514.5631400491,-0.026558812440916957,-0.14931943357686817
2009-08,852584.9394752657,0.0036142715715992146,-0.14178558233517213
2009-09,848123.8632432267,-0.0052324126611768,-0.13446146667245928
2009-10,851917.9804381623,0.004473541376877499,-0.13757194733208755
2009-11,829811.6048454401,-0.02594894825597216,-0.17205656434293126
2009-12,828272.4378722905,-0.001854839055229096,-0.14652070401877204
2010-01,840677.7870989536,0.014977377804011649,-0.09989066349363362
2010-02,850985.9683554515,0.012261750476445732,-0.08340005547701668
2010-03,835220.2440139105,-0.0185264210313697,-0.08299159722736693
2010-04,839352.4871275137,0.004947489172130837,-0.08273253388583601
2010-05,853079.6405728268,0.016354456150229568,-0.03905489836451126
2010-06,867686.9435260998,0.017123023758326195,-0.0057354571844911995
2010-07,870080.3144119786,0.0027583345626391864,0.024208827210580708
2010-08,869135.5412799059,-0.0010858458885041333,0.01941226151006914
2010-09,871803.7091300202,0.0030699099546487307,0.027920268386556035
2010-10,872038.8322971135,0.00026969736952353607,0.023618296973380692
2010-11,870480.1696401616,-0.001787377579099414,0.049009395093114305
2010-12,875358.0986603199,0.0056037221642566415,0.05684803530223159
2011-01,866420.9413426246,-0.010209715693923482,0.0306219037052311
2011-02,866262.6740384804,-0.00018266791185694853,0.01795177153455474
2011-03,889049.8055732667,0.026305106081223162,0.06444954123796309
2011-04,880347.8010995793,-0.009787983101887332,0.04884159468254201
2011-05,887013.8760408349,0.0075720924536069045,0.039778508188546
2011-06,881164.9324436024,-0.006593970799351201,0.015533239284125644
2011-07,883150.8332388486,0.0022537220015543813,0.015022198078005422
2011-08,886425.3366349086,0.003707751012419047,0.019893094383807375
2011-09,895777.2774038666,0.010550173130723373,0.027498814266080363
2011-10,892784.6584440452,-0.0033408069564955234,0.023790025602739906
