,sales,MoM,YoY
,Manhattan,,
,All Downtown,,
,All,,
2014-04,1554346.7551785829,0.008841864271450284,0.1331678405396315
2014-05,1555181.7760163492,0.0005372165734476297,0.12264269565774422
2014-06,1571848.638618457,0.010716986823752883,0.1043837972547561
2014-07,1578504.7811699726,0.004234595105395034,0.08633329960690306
2014-08,1588616.4233333583,0.00640583562622532,0.09590553987532813
2014-09,1583389.9284771024,-0.0032899665265258005,0.07854696321528687
2014-10,1589631.7887215116,0.003942086615652984,0.07231734776506804
2014-11,1596154.613821644,0.004103355976152523,0.06712325435723066
2014-12,1613818.4024415822,0.011066464656356745,0.07905011394575312
2015-01,1641988.077708465,0.017455294365378515,0.07197354012858237
2015-02,1630988.511467272,-0.006698931856158108,0.04822294769309088
2015-03,1612787.6159639186,-0.01115942594039454,0.046772645641745436
2015-04,1623798.2037269468,0.006827053763336144,0.04468208159921461
2015-05,1654504.2199216804,0.018909995173203686,0.06386548854742169
2015-06,1652845.0853561594,-0.0010027986302746372,0.05152941876699568
2015-07,1672015.3892821462,0.011598367019287847,0.05923999041856831
2015-08,1680369.1523710126,0.004996223804167865,0.05775637698943825
2015-09,1702455.9955343427,0.01314404226723953,0.07519693343746203
2015-10,1670707.5957800457,-0.01864858759202892,0.0510028848402313
2015-11,1746729.5737129403,0.045502862454755544,0.09433607407917544
2015-12,1713723.431500348,-0.018895965757557254,0.06190599196763236
2016-01,1722680.458900209,0.00522664698119879,0.04914309810602102
2016-02,1721641.8503577048,-0.0006029026086284972,0.05558183779533743
2016-03,1663820.9345933886,-0.03358475268959271,0.03164292565513582
2016-04,1699382.7002411212,0.021373553432553427,0.04654796164984831
2016-05,1695097.1044192528,-0.0025218544482419336,0.02453477241629165
2016-06,1691125.4733920721,-0.0023430109206288297,0.023160300003350898
2016-07,1696147.2524534676,0.0029694893373717335,0.01443279967756883
2016-08,1689496.557134832,-0.00392106010195481,0.005431785480553897
2016-09,1690114.3114909015,0.00036564404553574015,-0.007249340996662634
2016-10,1685630.8140872284,-0.002652777609887247,0.008932274172258836
2016-11,1685733.7533061868,6.106866230615182e-05,-0.03492001356403307
2016-12,1689344.5297052397,0.002141961262845493,-0.014225692049833816
2017-01,1676778.0911479928,-0.007438647556066935,-0.026645897975484778
2017-02,1663475.2364920701,-0.007933580911004712,-0.03378554828552138
2017-03,1679182.8693785677,0.009442661088013393,0.009232925530494818
2017-04,1701574.7555812623,0.013334989661359264,0.0012899127076144712
2017-05,1714840.4585147656,0.0077961328998277235,0.011647329255675354
2017-06,1726153.7697388711,0.0065972966569169955,0.020713008524754217
2017-07,1705126.4447613915,-0.012181605918376914,0.005293875455055996
2017-08,1682574.0644757352,-0.013226221641769342,-0.00409737008925104
2017-09,1701748.0290723105,0.011395614018661071,0.006883390964926184
2017-10,1696104.1548735516,-0.0033165157839705195,0.00621330643625817
2017-11,1669596.665597038,-0.0156284560711365,-0.009572738089570376
2017-12,1668623.0067008338,-0.000583170125017074,-0.012266013616548332
2018-01,1718233.0291046954,0.029731114940066306,0.024722972094846973
2018-02,1681165.2245781461,-0.02157321149033198,0.01063435613467889
2018-03,1680958.5349625347,-0.0001229442606769382,0.0010574581341602496
2018-04,1696818.699221202,0.009435190653897196,-0.002795091044022757
2018-05,1699771.188428047,0.0017400145390902289,-0.008787563887879157
2018-06,1696733.3797237237,-0.0017871868431496019,-0.017043898713379413
