,sales,MoM,YoY
,Manhattan,,
,All Midtown,,
,All,,
2003-12,687798.2423033282,0.034891260358798304,0.08753970411504763
2004-01,697230.6365641943,0.013713897013284626,0.07670945154703057
2004-02,738268.4480116956,0.058858302110370575,0.04620297440412702
2004-03,727235.013118957,-0.014945017523712134,0.04530360656190924
2004-04,760358.5772788293,0.04554726266246756,0.08744398346510551
2004-05,760007.5592778011,-0.00046164797967351845,0.08963243081105166
2004-06,773135.0370890365,0.017272825317303342,0.14442741491879718
2004-07,796880.689555918,0.030713460557016292,0.18606637311049212
2004-08,809829.8383666605,0.016249796212226997,0.2036844447340891
2004-09,801483.690109928,-0.010306051791776127,0.2409175021283838
2004-10,801132.8644485007,-0.00043772027523003576,0.23799405847052513
2004-11,832741.1050033176,0.039454430042108024,0.25297861888021234
2004-12,835912.210656782,0.0038080330542249463,0.21534508122242846
2005-01,857063.6545801,0.025303427385872324,0.2292398090874621
2005-02,859827.4202039938,0.0032246911989843863,0.1646541613957373
2005-03,855795.7202118478,-0.004688964200733947,0.17678013953360283
2005-04,871432.3733195313,0.018271478506357575,0.14608080892335407
2005-05,889303.021988957,0.02050721228240726,0.17012391670685378
2005-06,914995.1567904665,0.028890191718957903,0.18348685921097752
2005-07,936795.3482335522,0.023825471950643218,0.17557792591963195
2005-08,941632.7221054445,0.005163746682788073,0.16275380023612884
2005-09,932857.450951812,-0.009319207954043396,0.16391320554990374
2005-10,927233.2079390208,-0.006029048711625351,0.15740253469357746
2005-11,937009.0474386173,0.010543021341228087,0.1252105147792415
2005-12,952282.608037154,0.016300334175308073,0.1392136589187265
2006-01,998532.2465774979,0.048567135585594556,0.165061942880669
2006-02,1012735.4963200236,0.014224127253984697,0.17783577555569496
2006-03,1018038.6597623359,0.005236474342592334,0.18958138691126636
2006-04,1018424.6742414937,0.00037917467618364675,0.16867895366570695
2006-05,1002276.4640215497,-0.015856067344372726,0.12703593627729237
2006-06,1010962.4652971328,0.008666272817313692,0.1048828595369744
2006-07,1024252.6348643675,0.013146056380370696,0.09335794290153898
2006-08,1007688.1737300198,-0.016172241662371856,0.07014991097259093
2006-09,1014209.4911222148,0.006471562892373717,0.08720736494884385
2006-10,1020529.3065031522,0.006231272174296754,0.10061772784378853
2006-11,1025126.6766324565,0.004504887904745347,0.09404138565653675
2006-12,992414.063855065,-0.0319108004142985,0.04214238029677975
2007-01,987434.9492754973,-0.005017174545296266,-0.011113609340145936
2007-02,981397.0172982949,-0.006114764300810482,-0.030944386896285536
2007-03,993662.8524850145,0.012498341619670228,-0.023943891564012
2007-04,1021695.0437738968,0.028210968356900512,0.003211204142160806
2007-05,1045214.9665404294,0.023020492180969798,0.0428409765770541
2007-06,1066561.971726853,0.02042355483779601,0.05499660802280992
2007-07,1070450.1432272904,0.0036455185948005564,0.04510362657650413
2007-08,1074890.3006686564,0.004147934837935852,0.06668940719020622
2007-09,1072096.8621563993,-0.002598812651411375,0.057076345213583624
2007-10,1080977.9222187556,0.00828382245657644,0.059232611283580594
2007-11,1092332.1051181532,0.010503621457959689,0.06555816955858251
2007-12,1099578.171591064,0.006633574568539302,0.10798326186523033
2008-01,1115793.3290243568,0.014746707284876148,0.12999173246099782
2008-02,1103789.4397928906,-0.010758165440872824,0.12471244596965647
2008-03,1115655.7562056694,0.010750525403654176,0.12277092115858745
2008-04,1096139.1880429566,-0.017493360343595832,0.0728633702617183
2008-05,1132823.86606302,0.03346717134122357,0.08381902510692929
2008-06,1113160.3214220426,-0.017357989383923744,0.04369024110220532
2008-07,1109480.100547123,-0.0033061013800942396,0.036461256572082545
2008-08,1070117.5588423647,-0.03547836656587822,-0.004440212943890853
2008-09,1080646.0971524105,0.0098386744737049,0.007974312114686688
2008-10,1083975.3690255494,0.003080816080224258,0.0027729028920788767
2008-11,1098485.2523773578,0.01338580540335732,0.005633037086774095
2008-12,1082102.625178716,-0.014913834449016394,-0.01589295501115795
2009-01,1055670.6560639061,-0.024426490149623614,-0.0538833414724047
2009-02,978654.2963504957,-0.07295491190459713,-0.11336867243980397
2009-03,979562.0750744605,0.0009275785406042125,-0.12198537082268257
2009-04,945342.7914955092,-0.03493324665141828,-0.1375704820997038
2009-05,953492.0469434775,0.00862042374605343,-0.15830512093886806
2009-06,940692.2593455977,-0.013424115742665,-0.15493550996869887
2009-07,965697.5587946342,0.026581806324665225,-0.12959452060616916
2009-08,985430.9260932192,0.020434314158581657,-0.07913769104093393
2009-09,976038.9398587666,-0.00953084177263186,-0.09680056918661184
2009-10,955663.0430852511,-0.020876110513033286,-0.118371994057066
2009-11,944160.9450239232,-0.012035725504456751,-0.14048828331508656
2009-12,941996.6448120109,-0.0022923000822252515,-0.12947568660002617
2010-01,968444.3672842806,0.028076238506717477,-0.08262642167667222
2010-02,966222.950204677,-0.002293799370048477,-0.012702489727145272
2010-03,970192.0705063241,0.004107872102195875,-0.0095655036128508
2010-04,967647.885082905,-0.002622352316373089,0.023594714835778907
2010-05,927530.5564984643,-0.04145860204200569,-0.02722779967408806
2010-06,949654.926710478,0.023852982585863103,0.009527735851802666
2010-07,951951.9755221683,0.002418824719466306,-0.014233838687158773
2010-08,937257.1029114283,-0.015436569268822087,-0.04888604762261517
2010-09,975970.4101203817,0.041304896051144624,-7.02120946063367e-05
2010-10,977951.7433363922,0.002030116072644139,0.023322760477568094
2010-11,976087.0996134914,-0.001906682753628819,0.03381431392373391
2010-12,970432.64397093,-0.005792982659847179,0.030186943144148826
2011-01,983933.8581299513,0.013912572132544376,0.01599419787953993
2011-02,969175.2321552342,-0.01499961186696741,0.003055487297141779
2011-03,940861.076513505,-0.02921469173202529,-0.03023215184340955
2011-04,971322.804586951,0.03237643562249004,0.003797785910244933
2011-05,984467.9544995639,0.013533245436570196,0.061386007827111344
2011-06,964716.9144301201,-0.020062654126191237,0.01586048499934134
2011-07,940297.8678926034,-0.025312136827145393,-0.012242327269894493
2011-08,948959.1049383972,0.009211163123453048,0.012485370332877332
2011-09,951907.8669133504,0.003107364647862987,-0.02465499256689896
2011-10,967364.7214722413,0.01623776322913595,-0.01082570989446996
2011-11,908896.751186609,-0.060440461583764704,-0.06883642704988957
2011-12,922307.7942606634,0.014755298725125376,-0.049591128255273564
2012-01,935917.0805067103,0.014755688210307705,-0.04880081849658158
2012-02,962832.4514913019,0.028758285905007064,-0.006544513781916783
2012-03,978589.9882145,0.01636581390541192,0.040100406577350256
2012-04,968567.3365257926,-0.010241931564203277,-0.0028368201056807596
2012-05,959585.5633243285,-0.00927325634754661,-0.025274963051371113
2012-06,966591.1315577315,0.007300618622411825,0.0019427638300697492
2012-07,1000494.8171443138,0.035075518985927534,0.06401902131993964
2012-08,967456.897827119,-0.033021579673440105,0.01949271869826541
2012-09,1006803.3325566545,0.04066996144004609,0.05766888535264214
2012-10,1027506.7722018951,0.020563539050538093,0.062171019259543714
2012-11,999784.3309708191,-0.02698030025794207,0.09999769463973984
2012-12,1018771.2061703012,0.018990970963753018,0.10458917566338499
2013-01,1004015.5814607905,-0.014483747302771799,0.07276125457312022
2013-02,1001736.9421862302,-0.00226952580879769,0.040406293571296104
2013-03,1002716.4370591316,0.0009777964969162056,0.024654297647835
2013-04,1031722.6048317391,0.028927587801073518,0.06520482977722697
2013-05,1017581.980664427,-0.013705839245053864,0.06043902655139921
2013-06,991962.5319957488,-0.02517679081930102,0.02624832735339644
2013-07,1008793.6675709741,0.016967511405256763,0.008294746044109846
2013-08,1065348.5131221954,0.056061856224174145,0.10118447190250879
2013-09,1088623.8568108543,0.021847633334979077,0.08126763351728927
2013-10,1090040.031858427,0.001300885552629083,0.06085921898356572
2013-11,1126850.0060029624,0.03376937825097803,0.12709308507441675
2013-12,1123335.6933176515,-0.003118704944393147,0.10263785088746502
2014-01,1113005.4834819157,-0.009196013175034712,0.10855399461286308
